video_id,movie_or_real,person_id,action
Apollo13_952,m,1,79
Apollo13_952,m,1,80
Apollo13_955,m,1,80
Apollo13_955,m,1,79
Apollo13_957,m,1,79
Apollo13_957,m,1,80
Apollo13_958,m,1,80
Apollo13_958,m,1,79
Apollo13_961,m,1,79
Apollo13_964,m,1,80
Apollo13_964,m,2,80
Apollo13_964,m,2,79
Apollo13_967,m,1,79
Apollo13_967,m,2,80
Apollo13_967,m,2,74
Apollo13_967,m,3,74
Apollo13_967,m,3,80
Apollo13_968,m,1,74
Apollo13_968,m,1,80
Apollo13_968,m,1,11
Apollo13_968,m,2,74
Apollo13_968,m,2,80
Apollo13_968,m,3,79
Apollo13_968,m,3,80
Apollo13_969,m,1,79
Apollo13_969,m,1,80
Apollo13_977,m,1,61
Apollo13_977,m,1,79
Apollo13_978,m,1,79
Apollo13_980,m,2,79
Apollo13_980,m,1,80
Apollo13_982,m,1,61
Apollo13_982,m,2,80
Apollo13_983,m,1,61
Apollo13_983,m,2,79
Apollo13_984,m,1,79
Apollo13_984,m,1,61
Apollo13_984,m,2,79
Apollo13_984,m,2,61
Apollo13_985,m,1,80
Apollo13_985,m,2,79
Apollo13_986,m,1,80
Apollo13_986,m,2,79
Apollo13_986,m,2,80
Apollo13_987,m,1,80
Apollo13_987,m,2,80
Apollo13_988,m,1,80
Apollo13_988,m,1,79
Apollo13_999,m,1,1
Apollo13_999,m,1,76
Apollo13_999,m,2,61
Apollo13_999,m,2,14
Apollo13_999,m,3,80
Gravity_012,m,1,12
Gravity_012,m,1,59
Gravity_049,m,1,12
Gravity_049,m,1,17
Gravity_049,m,2,12
Gravity_049,m,2,17
Gravity_057,m,1,12
Gravity_057,m,1,17
Gravity_058,m,1,12
Gravity_058,m,1,17
Gravity_059,m,1,12
Gravity_059,m,1,17
Gravity_060,m,1,12
Gravity_060,m,1,17
Gravity_061,m,2,12
Gravity_061,m,2,17
Gravity_061,m,2,60
Gravity_062,m,2,12
Gravity_062,m,2,17
Gravity_062,m,2,60
Gravity_069,m,1,80
Gravity_069,m,1,17
Gravity_069,m,2,17
Gravity_070,m,1,80
Gravity_070,m,1,17
Gravity_070,m,2,80
Gravity_070,m,2,17
Gravity_071,m,1,79
Gravity_071,m,1,17
Gravity_071,m,2,17
Gravity_072,m,1,80
Gravity_072,m,1,79
Gravity_072,m,2,17
Gravity_073,m,1,79
Gravity_073,m,1,80
Gravity_073,m,2,80
Gravity_073,m,2,17
Gravity_075,m,1,17
Gravity_075,m,1,61
Gravity_077,m,1,12
Gravity_077,m,1,17
Gravity_078,m,1,12
Gravity_078,m,1,17
Gravity_079,m,1,17
Gravity_079,m,1,80
Gravity_079,m,2,17
Gravity_080,m,1,17
Gravity_080,m,1,80
Gravity_080,m,2,17
Gravity_080,m,2,36
Gravity_081,m,1,17
Gravity_081,m,2,17
Gravity_082,m,1,17
Gravity_082,m,2,17
Gravity_087,m,1,61
Gravity_087,m,1,79
Gravity_088,m,1,61
Gravity_088,m,1,79
Gravity_098,m,1,61
Gravity_099,m,1,61
Gravity_100,m,1,61
Gravity_1003,m,1,11
Gravity_1003,m,1,28
Gravity_1015,m,1,11
Gravity_1015,m,1,79
Gravity_1016,m,1,11
Gravity_1016,m,1,79
Gravity_1017,m,1,79
Gravity_1018,m,1,61
Gravity_102,m,1,12
Gravity_102,m,1,17
Gravity_103,m,1,12
Gravity_103,m,1,17
Gravity_103,m,2,12
Gravity_1034,m,1,61
Gravity_1034,m,1,11
Gravity_1035,m,1,11
Gravity_1035,m,1,61
Gravity_104,m,1,12
Gravity_104,m,1,17
Gravity_104,m,1,47
Gravity_104,m,2,12
Gravity_104,m,2,17
Gravity_1043,m,1,61
Gravity_1043,m,1,79
Gravity_1044,m,1,61
Gravity_1044,m,1,79
Gravity_1045,m,1,34
Gravity_1046,m,1,34
Gravity_105,m,1,12
Gravity_105,m,1,17
Gravity_105,m,2,12
Gravity_105,m,2,17
Gravity_106,m,1,12
Gravity_106,m,2,17
Gravity_106,m,2,12
Gravity_107,m,1,12
Gravity_107,m,1,17
Gravity_107,m,2,60
Gravity_107,m,2,12
Gravity_107,m,2,17
Gravity_1073,m,1,61
Gravity_1073,m,1,59
Gravity_1074,m,1,79
Gravity_1074,m,1,59
Gravity_1075,m,1,79
Gravity_1075,m,1,59
Gravity_1076,m,1,61
Gravity_1076,m,1,59
Gravity_1077,m,1,59
Gravity_1077,m,1,79
Gravity_1078,m,1,79
Gravity_1078,m,1,59
Gravity_108,m,1,12
Gravity_108,m,1,17
Gravity_108,m,1,60
Gravity_108,m,2,12
Gravity_108,m,1,17
Gravity_1082,m,1,59
Gravity_1082,m,1,61
Gravity_1083,m,1,59
Gravity_1084,m,1,59
Gravity_1085,m,1,59
Gravity_1086,m,1,59
Gravity_1089,m,1,79
Gravity_109,m,1,12
Gravity_109,m,1,17
Gravity_109,m,1,79
Gravity_109,m,2,12
Gravity_109,m,2,17
Gravity_1090,m,1,79
Gravity_1091,m,1,79
Gravity_1092,m,1,61
Gravity_1093,m,1,61
Gravity_1094,m,1,61
Gravity_1095,m,1,61
Gravity_1096,m,1,61
Gravity_1097,m,1,61
Gravity_1098,m,1,61
Gravity_1099,m,1,61
Gravity_110,m,1,12
Gravity_110,m,1,65
Gravity_110,m,2,12
Gravity_110,m,2,78
Gravity_1100,m,1,61
Gravity_1101,m,1,61
Gravity_1102,m,1,61
Gravity_1103,m,1,61
Gravity_1104,m,1,61
Gravity_1105,m,1,61
Gravity_1107,m,1,61
Gravity_1108,m,1,61
Gravity_1109,m,1,79
Gravity_111,m,1,12
Gravity_111,m,1,17
Gravity_111,m,2,12
Gravity_111,m,2,78
Gravity_1110,m,1,61
Gravity_1111,m,1,61
Gravity_1113,m,1,79
Gravity_1114,m,1,79
Gravity_1115,m,1,79
Gravity_1116,m,1,79
Gravity_1117,m,1,79
Gravity_1118,m,1,79
Gravity_1119,m,1,79
Gravity_112,m,1,12
Gravity_112,m,1,17
Gravity_112,m,2,12
Gravity_112,m,2,17
Gravity_1120,m,1,79
Gravity_1121,m,1,61
Gravity_1122,m,1,79
Gravity_1123,m,1,79
Gravity_1124,m,1,79
Gravity_1129,m,1,61
Gravity_113,m,1,12
Gravity_113,m,1,79
Gravity_113,m,1,17
Gravity_113,m,2,12
Gravity_113,m,2,17
Gravity_1130,m,1,61
Gravity_1131,m,1,61
Gravity_1132,m,1,61
Gravity_1133,m,1,61
Gravity_1134,m,1,61
Gravity_1135,m,1,79
Gravity_1136,m,1,61
Gravity_1137,m,1,61
Gravity_1138,m,1,61
Gravity_1139,m,1,61
Gravity_114,m,1,12
Gravity_114,m,1,17
Gravity_1140,m,1,79
Gravity_1141,m,1,61
Gravity_1142,m,1,79
Gravity_1143,m,1,61
Gravity_1149,m,1,11
Gravity_1149,m,1,59
Gravity_115,m,1,12
Gravity_115,m,1,17
Gravity_115,m,2,12
Gravity_115,m,2,17
Gravity_1150,m,1,11
Gravity_1150,m,1,59
Gravity_1151,m,1,11
Gravity_1151,m,1,59
Gravity_1152,m,1,11
Gravity_1152,m,1,59
Gravity_1155,m,1,61
Gravity_116,m,1,12
Gravity_116,m,1,79
Gravity_116,m,1,17
Gravity_117,m,1,12
Gravity_117,m,1,79
Gravity_117,m,1,17
Gravity_117,m,2,12
Gravity_117,m,2,17
Gravity_117,m,3,12
Gravity_117,m,3,17
Gravity_118,m,1,12
Gravity_118,m,1,17
Gravity_118,m,1,60
Gravity_118,m,2,12
Gravity_118,m,2,17
Gravity_118,m,2,45
Gravity_119,m,1,12
Gravity_119,m,1,17
Gravity_119,m,2,12
Gravity_119,m,2,17
Gravity_119,m,2,45
Gravity_1191,m,1,11
Gravity_1191,m,1,59
Gravity_1192,m,2,60
Gravity_1192,m,2,11
Gravity_1198,m,1,11
Gravity_1198,m,1,26
Gravity_1198,m,2,11
Gravity_1198,m,1,80
Gravity_1198,m,1,79
Gravity_120,m,1,14
Gravity_120,m,1,45
Gravity_120,m,2,12
Gravity_120,m,2,17
Gravity_1202,m,1,11
Gravity_1202,m,1,79
Gravity_1202,m,1,80
Gravity_1202,m,2,74
Gravity_1202,m,2,80
Gravity_1203,m,1,11
Gravity_1203,m,1,79
Gravity_1203,m,1,80
Gravity_1203,m,2,11
Gravity_1203,m,2,74
Gravity_1203,m,2,80
Gravity_1204,m,1,11
Gravity_1204,m,1,79
Gravity_1204,m,1,80
Gravity_1212,m,1,11
Gravity_1212,m,1,79
Gravity_1212,m,1,80
Gravity_1212,m,1,17
Gravity_1214,m,1,11
Gravity_1214,m,1,61
Gravity_1214,m,1,79
Gravity_1214,m,2,11
Gravity_1215,m,1,11
Gravity_1215,m,1,59
Gravity_1215,m,2,11
Gravity_1216,m,1,11
Gravity_1216,m,1,59
Gravity_1216,m,1,79
Gravity_1216,m,2,11
Gravity_1217,m,1,11
Gravity_1217,m,1,79
Gravity_1217,m,1,59
Gravity_1217,m,2,11
Gravity_1218,m,1,11
Gravity_1218,m,1,79
Gravity_1218,m,1,59
Gravity_1218,m,2,11
Gravity_1218,m,2,61
Gravity_1219,m,1,11
Gravity_1219,m,2,11
Gravity_1219,m,2,79
Gravity_1219,m,2,59
Gravity_122,m,1,12
Gravity_122,m,1,17
Gravity_122,m,2,12
Gravity_122,m,2,59
Gravity_1220,m,1,11
Gravity_1220,m,1,79
Gravity_1220,m,1,80
Gravity_1220,m,2,11
Gravity_1220,m,2,79
Gravity_1221,m,1,11
Gravity_1221,m,1,79
Gravity_1221,m,1,80
Gravity_1221,m,2,11
Gravity_1221,m,2,74
Gravity_1221,m,2,79
Gravity_1221,m,2,80
Gravity_1222,m,1,11
Gravity_1222,m,1,80
Gravity_1222,m,2,80
Gravity_1222,m,2,11
Gravity_1223,m,1,11
Gravity_1223,m,1,79
Gravity_1223,m,1,80
Gravity_1223,m,2,11
Gravity_1223,m,2,74
Gravity_1223,m,2,80
Gravity_1224,m,1,11
Gravity_1224,m,1,80
Gravity_1224,m,2,11
Gravity_1224,m,2,80
Gravity_1225,m,1,11
Gravity_1225,m,1,79
Gravity_1225,m,1,59
Gravity_1225,m,2,11
Gravity_1225,m,2,74
Gravity_1226,m,1,11
Gravity_1226,m,1,59
Gravity_1226,m,1,79
Gravity_1226,m,2,74
Gravity_1227,m,1,79
Gravity_1227,m,1,80
Gravity_1227,m,2,74
Gravity_1227,m,2,80
Gravity_1228,m,1,79
Gravity_1228,m,1,80
Gravity_1228,m,2,74
Gravity_1228,m,2,80
Gravity_1229,m,1,79
Gravity_1229,m,1,80
Gravity_1229,m,2,74
Gravity_1229,m,2,80
Gravity_123,m,1,12
Gravity_123,m,1,17
Gravity_123,m,2,12
Gravity_123,m,2,17
Gravity_1230,m,1,80
Gravity_1230,m,2,80
Gravity_1231,m,1,79
Gravity_1231,m,1,80
Gravity_1231,m,2,74
Gravity_1232,m,1,80
Gravity_1232,m,2,80
Gravity_1233,m,1,79
Gravity_1233,m,1,80
Gravity_1233,m,2,80
Gravity_1233,m,2,74
Gravity_1234,m,1,79
Gravity_1234,m,1,80
Gravity_1234,m,2,74
Gravity_1235,m,1,79
Gravity_1235,m,1,80
Gravity_1235,m,2,74
Gravity_1236,m,2,80
Gravity_1237,m,1,79
Gravity_1237,m,1,80
Gravity_1237,m,2,74
Gravity_1238,m,1,79
Gravity_1238,m,1,80
Gravity_1238,m,2,74
Gravity_124,m,1,12
Gravity_124,m,1,17
Gravity_1247,m,1,61
Gravity_125,m,1,12
Gravity_125,m,1,17
Gravity_126,m,1,12
Gravity_126,m,1,17
Gravity_126,m,2,61
Gravity_126,m,2,12
Gravity_1265,m,1,59
Gravity_1266,m,1,59
Gravity_1267,m,1,45
Gravity_1267,m,1,17
Gravity_1268,m,1,59
Gravity_127,m,1,14
Gravity_127,m,1,17
Gravity_1271,m,1,17
Gravity_1271,m,1,11
Gravity_1271,m,1,48
Gravity_1276,m,1,11
Gravity_1276,m,1,17
Gravity_1276,m,1,79
Gravity_128,m,1,12
Gravity_128,m,1,17
Gravity_1287,m,1,11
Gravity_1287,m,1,17
Gravity_1288,m,1,11
Gravity_1288,m,1,17
Gravity_1288,m,1,48
Gravity_1289,m,1,11
Gravity_1289,m,1,17
Gravity_1289,m,1,48
Gravity_1291,m,1,11
Gravity_1291,m,1,17
Gravity_1291,m,1,48
Gravity_1294,m,1,11
Gravity_1294,m,1,17
Gravity_1294,m,1,48
Gravity_1294,m,1,79
Gravity_1296,m,1,79
Gravity_1296,m,1,59
Gravity_1297,m,2,79
Gravity_1297,m,2,59
Gravity_1298,m,2,79
Gravity_1299,m,2,79
Gravity_1299,m,2,17
Gravity_1300,m,1,17
Gravity_1300,m,1,48
Gravity_1300,m,1,79
Gravity_1300,m,1,59
Gravity_1301,m,1,79
Gravity_1301,m,1,17
Gravity_1301,m,1,48
Gravity_1302,m,2,79
Gravity_1302,m,2,48
Gravity_1302,m,2,17
Gravity_131,m,1,12
Gravity_131,m,1,59
Gravity_1311,m,1,59
Gravity_1311,m,1,79
Gravity_1312,m,1,59
Gravity_1313,m,1,59
Gravity_1314,m,1,79
Gravity_1314,m,1,59
Gravity_1315,m,1,79
Gravity_1315,m,1,17
Gravity_1316,m,1,79
Gravity_1316,m,1,17
Gravity_1317,m,1,17
Gravity_1318,m,1,79
Gravity_1318,m,1,17
Gravity_1319,m,1,79
Gravity_1319,m,1,17
Gravity_132,m,1,12
Gravity_132,m,1,17
Gravity_132,m,1,59
Gravity_132,m,2,12
Gravity_132,m,2,79
Gravity_132,m,2,80
Gravity_1334,m,1,17
Gravity_1334,m,1,79
Gravity_1343,m,1,17
Gravity_1343,m,1,79
Gravity_1379,m,1,17
Gravity_1379,m,1,12
Gravity_1380,m,1,12
Gravity_1380,m,1,17
Gravity_140,m,1,12
Gravity_140,m,1,17
Gravity_141,m,1,12
Gravity_141,m,1,17
Gravity_1413,m,1,11
Gravity_1413,m,1,61
Gravity_1421,m,1,11
Gravity_1421,m,1,79
Gravity_1422,m,1,11
Gravity_1422,m,1,79
Gravity_1423,m,1,11
Gravity_1423,m,1,59
Gravity_1424,m,1,11
Gravity_1424,m,1,59
Gravity_1424,m,1,79
Gravity_1425,m,1,11
Gravity_1425,m,1,59
Gravity_1425,m,1,79
Gravity_1425,m,1,11
Gravity_1434,m,1,79
Gravity_1434,m,1,11
Gravity_1435,m,1,79
Gravity_1435,m,1,11
Gravity_1436,m,1,79
Gravity_1436,m,1,11
Gravity_1437,m,1,11
Gravity_1438,m,1,11
Gravity_1438,m,1,79
Gravity_1439,m,2,11
Gravity_1439,m,2,79
Gravity_1440,m,1,11
Gravity_1440,m,1,79
Gravity_1441,m,1,11
Gravity_1441,m,1,79
Gravity_1442,m,1,11
Gravity_1442,m,1,79
Gravity_1443,m,1,11
Gravity_1443,m,1,79
Gravity_1444,m,1,11
Gravity_1444,m,1,79
Gravity_1445,m,1,11
Gravity_1445,m,1,79
Gravity_1446,m,1,11
Gravity_1446,m,1,79
Gravity_1447,m,1,11
Gravity_1447,m,1,79
Gravity_1448,m,1,11
Gravity_1448,m,1,79
Gravity_1449,m,1,11
Gravity_1449,m,1,79
Gravity_1450,m,1,11
Gravity_1451,m,1,79
